"tweet_text","topic"
"@JetBlue Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening.","USair"
"@united, I booked our flights w/ @WestJet. I saw the same prices each time I searched. It wasn't the least bit frustrating. #customerservice","USair"
"@SouthwestAir BETSY is the BESTY! Gettin' stuck at #LAS might not be bad for most..but I want home! #homewardbound #betsy #besty #thankyou","USair"
"@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!","USair"
"@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.","USair"
"@JetBlue on hold for 30 mins placed on hold then hung up on 2nd time in 2 days Only looking for group rates. BOS-SJU 5-12 to 5-19 10 people","USair"
"@SouthwestAir Yes! Just a few minutes after my tweet. She was able to reschedule her flight. Thanks!","USair"
"@AmericanAir won't answer the reservation line!  Nice service.  We may be stuck...","USair"
"@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service","USair"
"@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv.","USair"
"@AmericanAir Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you _Ÿ˜„","USair"
"@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient","USair"
"@USAirways #flight2031 the flight to Hell","USair"
"@AmericanAir I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care","USair"
"@USAirways flt 4439 is on the ground, but you don't have a gate for us at dca. Why is this happening?","USair"
"@USAirways pullin some sh** delaying flights again... Smh @OBJ_3 http://t.co/Av2rfFHMcV","USair"
"@JetBlue How can I best track deals and special flight offers? I'm liking your international options...","USair"
"@SouthwestAir kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500","USair"
"@SouthwestAir departing MDW it's cold 26F, windy with snow on the ground for sunny and 70F las vegas  @LASairport http://t.co/2IR7ynMBdU","USair"
"@USAirways been sitting at gate for over 25 min on us 728! What gives???","USair"
"@united Flight delayed 40 minutes in ORD because plane didnâ€™t have all the food. That should be fixed in the future. Itâ€™s a dumb delay.","USair"
"@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?","USair"
"@VirginAmerica Can you give me Silver Status for 12 months?","USair"
"@JetBlue I hope your customer service reps are as reliable/friendly as they usually are, so far you are not living up to your + rep/exper.","USair"
"@united great. Looking forward to your response to my DM then","USair"
"@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.","USair"
"@USAirways My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess","USair"
"@AmericanAir Thatâ€™s a rather clunky process. Whoever designed that clearly doesnâ€™t understand e-mail 101.","USair"
"@JetBlue you're lucky we're still flying you after today's landing gear failure. Get your act together and help us sit with our kids!","USair"
"@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. _Ÿ‘ç","USair"
"@united Haâ€_ you rebooked me in to an 11 hr layover &amp; are robbing me of a night with my family. Too Late Flight for that. Just fly on time for once.","USair"
"@united not a good day to fly u, two delayed flights still on plane at Ewr waiting over 1,5 hours for gate get to gate no gate agent.","USair"
"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?","USair"
"@SouthwestAir I am trying to book another flight and apply my credits that I had from another flight but I can't find them.","USair"
"@JetBlue Aw okay thanks","USair"
"@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!","USair"
"@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq","USair"
".@united you should really have that addressed somewhere on the website, find that completely irritating &amp; am unable to take my flight now.","USair"
"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,â€_ http://t.co/MmCWkqp2gy","USair"
"@AmericanAir Where are your tickets offices in Boston? Impossible to book by phone or use vouchers on website, what a headache. PLEASE HELP!","USair"
"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at_Ÿ˜_. @JetBlue need your help","USair"
"@SouthwestAir wow! Some things are better forgotten!","USair"
"@JetBlue 1242 now?! I may cry!","USair"
"@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails","USair"
"@JetBlue is flight 51 on 4/24/15 moved back? When I booked it said we arrive 11:31 but now it says 12:08 _Ÿ˜¢","USair"
"@USAirways you suck and you ruined my day. And my vacation isn't even until June.","USair"
"@united How many 787s do you currently operate and what other aircraft do you operate?","USair"
"@AmericanAir this merger with @USAirways @usairwis a cluster of inefficiency and misinformation.  When is it going to be done?","USair"
"@USAirways Thank you!","USair"
"@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.","USair"
"@AmericanAir 740pm wheels up to be exact.  I'm sending a DM.","USair"
"@SouthwestAir i live in the southwest, Imagine Dragons is my favorite band, and i met my 2bestfriends thanks to them. it would be amazing +","USair"
"@united or did you mean 24-26?","USair"
"@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH","USair"
"@united I'm not sure you can do anything as this has been building up over time! Other than promises from your CEO service has gotten worse!","USair"
"@jetblue is the website down? Can't print boarding pass","USair"
"@united can you maybe have more than 1 person working customer service desk in Houston airport? Line 3 rows deep 1 person working","USair"
"@AmericanAir we tried. We are headed to a funeral in Cincinnati and your people didn't even tell us we could get on standby.","USair"
"@USAirways Thanks for showing interest...3880 to Greenville, SC.","USair"
"@USAirways 42 minutes holding. Seriously, if your average wait time is over 30 minutes then maybe, just maybe, you're understaffed.","USair"
"@SouthwestAir because your gate attendant let someone board whose boarding pass kept reading invalid. This messed up the passenger log.","USair"
"@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY","USair"
"@SouthwestAir please do something about the speed of your WiFi connections on your planes.  It might as well be non-existent.","USair"
"@JetBlue dropping passengers with small baby and 3 infants at your San Juan terminal. As unloading baby, officer writes me ticket for $75","USair"
"@USAirways my luggage was delayed. I'm looking for compensation, since, you know, you charged me for it then forgot it...","USair"
"@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.","USair"
"@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys","USair"
"@JetBlue Hi. I'm trying to find a flight to the Middle East.","USair"
"@AmericanAir now we are all stuck on the plane after landing because crew unable to figure it out","USair"
"@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit","USair"
"@SouthwestAir your wifi is angering me with its slowness","USair"
"@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?","USair"
"@united I'll let you know week after next when I do another coast-coast RT again.","USair"
"@USAirways understood. It simply feels as if the staff is not being entirely truthful about the situation.","USair"
"@USAirways thanks but the bags are only 10% of what went wrong. 22 hours from DCA to SAN when there were no weather issues is not acceptable","USair"
"@SouthwestAir Sort of, but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city. Not cool at all...","USair"
"@AmericanAir Why did I have to stand at baggage claim for an hour waiting for a bag that you knew never made it on to the plane?","USair"
"@USAirways flight 4524 delayed for 2 hours for a deadhead crew.  Lets make 150 paying customers wait ...that is great service #USAirways","USair"
"@united thanks. Weather is understandable, but when every single domestic flight is delayed because of inbound int'l flights, it's crazy","USair"
"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!","USair"
"@united Thank you!","USair"
"@JetBlue flight 348 is a freaking nightmare tonight #sittingonthetarmac #delay","USair"
"@JetBlue Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop","USair"
"@USAirways my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!","USair"
"@AmericanAir no. Booked seat in Dallas, live in Dallas. Real nice that your gate agent had exit row available told me they weren't available","USair"
"@JetBlue Any EMS window seats on 1099 tomorrow?","USair"
"@united WHy is my KTN not showing on my boarding?  Why is TSA pre-check not applying to my boarding pass?","USair"
